Documento|Fecha|Departamento|Municipio|Dia|Hora|Sitio|Agresor|Victima|Edad|Pais_nacimiento|Clase_empleado|Profesion|Escolaridad|Codigo_DANE
1425809787|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|19:40:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809788|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|12:45:00|UNIVERSIDADES|A PIE|A PIE|38|COLOMBIA|EMPLEADO PARTICULAR|ARTES MUSICALES|SUPERIOR|11001000
1425809789|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|18:15:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809790|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|18:15:00|VIAS PUBLICAS|A PIE|CONDUCTOR MOTOCICLETA|39|COLOMBIA|EMPLEADO PARTICULAR|INGENIERÍA ELECTRONICA|SUPERIOR|11001000
1425809791|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|5:50:00|VIAS PUBLICAS|A PIE|A PIE|14|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809792|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:15:00|VIAS PUBLICAS|A PIE|A PIE|51|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809793|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|17:40:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809794|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:10:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809795|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|20:50:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809796|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|14:31:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809797|31/07/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:12:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809798|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|10:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809799|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|19:30:00|CENTRO COMERCIAL|CONDUCTOR MOTOCICLETA|A PIE|18|COLOMBIA|EMPLEADO PARTICULAR|-|-|11001000
1425809800|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:00:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809801|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|20:30:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|30|COLOMBIA|INDEPENDIENTE|COMUNICACION SOCIAL FORMACION BASICA EN PERIODISMO|SUPERIOR|11001000
1425809802|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:30:00|ESTABLECIMIENTO EDUCATIVO|A PIE|A PIE|16|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809803|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|12:30:00|VIAS PUBLICAS|BICICLETA|A PIE|20|COLOMBIA|ESTUDIANTE|MEDICINA|SUPERIOR|11001000
1425809804|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|1:00:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS GENERALES|SUPERIOR|11001000
1425809805|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|17:30:00|PARADERO DE BUSES|PASAJERO MOTOCICLETA|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|INGENIERO|SUPERIOR|11001000
1425809806|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:00:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809807|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:00:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809808|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:30:00|UNIVERSIDADES|A PIE|A PIE|21|COLOMBIA|ESTUDIANTE|ODONTOLOGIA|SUPERIOR|11001000
1425809809|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809810|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809811|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809812|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|ESTABLECIMIENTO PUBLICO|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809813|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:30:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809814|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:30:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809815|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|8:40:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809816|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:50:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809817|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|20:14:00|VIAS PUBLICAS|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809818|1/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:36:00|VIAS PUBLICAS|A PIE|A PIE|49|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809819|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|20:00:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809820|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:30:00|TRANSPORTE PÚBLICO|PASAJERO BUS|PASAJERO BUS|39|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE NEGOCIOS|TECNOLOGO|11001000
1425809821|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:00:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809822|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:00:00|VIAS PUBLICAS|A PIE|A PIE|71|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809823|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:00:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809824|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|6:00:00|VIAS PUBLICAS|A PIE|A PIE|27|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809825|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:00:00|TIENDA|CONDUCTOR MOTOCICLETA|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|COMERCIO|SECUNDARIA|11001000
1425809826|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|ESTABLECIMIENTO PUBLICO|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809827|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|ESTABLECIMIENTO EDUCATIVO|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809828|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|14:30:00|ESTABLECIMIENTO EDUCATIVO|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809829|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809830|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:30:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809831|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|7:15:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809832|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:20:00|CALLEJÓN|A PIE|A PIE|18|COLOMBIA|ESTUDIANTE|MEDICINA|SUPERIOR|11001000
1425809833|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:15:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809834|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:50:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809835|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|4:40:00|VIAS PUBLICAS|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809836|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:40:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809837|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|14:33:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809838|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:18:00|VIAS PUBLICAS|A PIE|A PIE|65|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809839|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:44:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809840|2/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:29:00|VIAS PUBLICAS|A PIE|A PIE|44|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809841|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|11:00:00|VIAS PUBLICAS|A PIE|A PIE|36|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809842|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|3:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809843|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|9:00:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809844|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|15:00:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809845|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|5:30:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809846|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|8:30:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809847|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809848|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809849|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809850|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809851|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:30:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809852|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:40:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809853|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:40:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809854|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:20:00|VIAS PUBLICAS|A PIE|A PIE|19|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809855|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|14:15:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809856|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|23:15:00|VIAS PUBLICAS|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809857|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|21:35:00|VIAS PUBLICAS|A PIE|A PIE|58|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809858|3/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|21:35:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809859|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:30:00|CENTRO COMERCIAL|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809860|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|3:00:00|VIAS PUBLICAS|A PIE|A PIE|22|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809861|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|15:00:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809862|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|2:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809863|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|3:30:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809864|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|15:30:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809865|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|4:50:00|VIAS PUBLICAS|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809866|4/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|23:10:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809867|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|20:30:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809868|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|6:30:00|BODEGAS Y SIMILARES|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|AUXILIARES DE OFICINA|NO REPORTADO|11001000
1425809869|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809870|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|14:00:00|VIAS PUBLICAS|CONDUCTOR MOTOCICLETA|CONDUCTOR MOTOCICLETA|35|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809871|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|16:00:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809872|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|9:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809873|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|5:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|TECNOLOGO  EN ELECTRICIDAD|TECNOLOGO|11001000
1425809874|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|8:30:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809875|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809876|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809877|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809878|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|13:30:00|VIAS PUBLICAS|A PIE|A PIE|69|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809879|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|22:30:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809880|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|14:25:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809881|5/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:48:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809882|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|19:30:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809883|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|8:00:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809884|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|11:30:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809885|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|12:00:00|FRENTE A ALMACEN - VIA PUBLICA|BICICLETA|A PIE|16|COLOMBIA|ESTUDIANTE|-|SECUNDARIA|11001000
1425809886|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|9:00:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|DERECHO|SUPERIOR|11001000
1425809887|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|17:30:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809888|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809889|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|21:30:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809890|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809891|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809892|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809893|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809894|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|4:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809895|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|1:30:00|UNIVERSIDADES|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|PROFESIONAL EN LENGUAS EXTRANJERAS INGLES-FRANCES|SUPERIOR|11001000
1425809896|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|14:30:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809897|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:30:00|VIAS PUBLICAS|A PIE|A PIE|27|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809898|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|14:20:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809899|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|14:15:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809900|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|8:55:00|VIAS PUBLICAS|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809901|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:32:00|VIAS PUBLICAS|A PIE|A PIE|49|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809902|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:39:00|VIAS PUBLICAS|A PIE|A PIE|32|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809903|6/08/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|21:33:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
